date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:33:58	36968/36968	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202018%2015:42:28%20GMT	http://www.sjsu.edu/gup/syllabusinfo/	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/gup/syllabusinfo/index.html	(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:00	32864/32864	---M--	200	added ('OK')	application/xslt+xml	etag:%228060-457a601f71400;5288c14bcc000%22	http://www.w3.org/2008/07/rdfa-xslt	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.w3.org/2008/07/rdfa-xslt	(from http://www.w3.org/1999/xhtml/)
20:34:00	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Mar%202018%2001:11:15%20GMT	http://www.w3.org/Icons/WWW/w3c_home	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.w3.org/Icons/WWW/w3c_home.28.delayed	(from http://www.w3.org/1999/xhtml/)
20:34:01	681/681	---M--	200	added ('OK')	text/plain	etag:%222a9-5621060c2432a%22	http://www.sjsu.edu/robots.txt		(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:01	3694/3694	---M--	200	added ('OK')	text/css	etag:%22e6e-5048b83c14540%22	http://www.sjsu.edu/_resources/css/jquery.lightbox-0.5.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/jquery.lightbox-0.5.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:01	4957/4957	---M--	200	added ('OK')	text/css	etag:%22135d-5048b83d08780%22	http://www.sjsu.edu/_resources/css/nivo-slider-em.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/nivo-slider-em.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:02	73603/73603	---M--	200	added ('OK')	text/css	etag:%2211f83-5048b840d9080%22	http://www.sjsu.edu/_resources/css/styles-em.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/styles-em.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:02	30123/30123	---M--	200	added ('OK')	text/css	etag:%2275ab-5048b83b20300%22	http://www.sjsu.edu/_resources/css/fontfix.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/fontfix.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:02	10792/10792	---M--	200	added ('OK')	text/css	etag:%222a28-5048b83b20300%22	http://www.sjsu.edu/_resources/css/content-enhancements.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/content-enhancements.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:02	1762/1762	---M--	200	added ('OK')	text/css	etag:%226e2-5048b83ef0c00%22	http://www.sjsu.edu/_resources/css/print.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/print.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:03	465/465	---M--	200	added ('OK')	text/css	etag:%221d1-5077e5791cd00%22	http://www.sjsu.edu/_resources/css/faculty-profile.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/_resources/css/faculty-profile.css	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:03	38014/38014	---M--	200	added ('OK')	image/png	etag:%22947e-50c6d987f4740%22	http://www.sjsu.edu/people/cay.horstmann/cay.horstmann.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/people/cay.horstmann/cay.horstmann.png	(from http://www.sjsu.edu/people/cay.horstmann/)
20:34:04	213/213	---M--	200	added ('OK')	text/plain	etag:%225ab127c0-d5%22	https://piazza.com/robots.txt		(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:04	101287/101287	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-18ba7%22	https://piazza.com/css/shared/lib/bootstrap/bootstrap.min.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/shared/lib/bootstrap/bootstrap.min.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:07	23333/23333	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-5b25%22	https://piazza.com/css/dashboard/topbar.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/dashboard/topbardc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:07	54850/54850	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127c0-d642%22	https://piazza.com/third_party/jquery-ui-bootstrap/css/custom-theme/jquery-ui-1.8.16.custom.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/third_party/jquery-ui-bootstrap/css/custom-theme/jquery-ui-1.8.16.custom.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:07	20780/20780	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-512c%22	https://piazza.com/css/class_profile/style.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/class_profile/styledc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:08	1054/1054	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-41e%22	https://piazza.com/css/reset.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/resetdc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:08	5339/5339	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-14db%22	https://piazza.com/css/plugins/jqModal.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/plugins/jqModaldc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:08	614/614	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-266%22	https://piazza.com/css/plugins/tipsy.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/plugins/tipsy.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:09	9273/9273	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-2439%22	https://piazza.com/css/plugins/fancybox-1.3.4.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/plugins/fancybox-1.3.4.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:10	34128/34128	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-8550%22	https://piazza.com/css/plugins/jquery-ui-1.8.9/jquery-ui-1.8.9.custom.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/plugins/jquery-ui-1.8.9/jquery-ui-1.8.9.custom.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:10	39865/39865	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-9bb9%22	https://piazza.com/css/dashboard/style.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/dashboard/styledc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:10	39755/39755	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-9b4b%22	https://piazza.com/css/dashboard/app.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/dashboard/appdc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:10	1650/1650	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-672%22	https://piazza.com/css/dashboard/invite.css?v=@css_js_version	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/dashboard/invite212a.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:10	3039/3039	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127bf-bdf%22	https://piazza.com/css/splash/login_only.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/css/splash/login_onlydc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:11	78837/78837	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127c0-133f5%22	https://piazza.com/modules/top_bar/top_bar.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/modules/top_bar/top_bardc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:11	6515/6515	---M-Z	200	added ('OK')	text/css	etag:W/%225ab127c0-1973%22	https://piazza.com/modules/text_editor/text_editor.css?v=2151	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/piazza.com/modules/text_editor/text_editordc41.css	(from https://piazza.com/sjsu/spring2018/cs152sections3and4/home)
20:34:12	8808/8808	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2016:53:42%20GMT	http://horstmann.com/Slidy2/styles/slidy.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/Slidy2/styles/slidy.css	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:12	4618/4618	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Oct%202017%2023:59:49%20GMT	http://horstmann.com/MySlidy/style.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/MySlidy/style.css	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:12	81597/81597	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Aug%202008%2013:26:49%20GMT	http://horstmann.com/sjsu/images/tower-hall.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/images/tower-hall.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:12	37757/37757	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202011%2015:41:04%20GMT	http://horstmann.com/sjsu/fall2008/cs152/francis_fukuyama-the_end_of_history_and_the_last_man.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/fall2008/cs152/francis_fukuyama-the_end_of_history_and_the_last_man.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:13	4751/4751	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202011%2015:41:39%20GMT	http://horstmann.com/sjsu/fall2008/cs152/scala_logo.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/fall2008/cs152/scala_logo.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:13	287746/287746	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202011%2015:39:29%20GMT	http://horstmann.com/sjsu/fall2008/cs152/cambrian.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/fall2008/cs152/cambrian.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:14	68556/68556	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Aug%202012%2022:39:55%20GMT	http://horstmann.com/sjsu/fall2010/cs46a/intro/vermeer-young-woman-seated-at-the-v.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/fall2010/cs46a/intro/vermeer-young-woman-seated-at-the-v.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	35407/35407	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jan%202018%2017:32:16%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture1/Octocat.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture1/Octocat.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	79519/79519	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jan%202016%2005:42:11%20GMT	http://horstmann.com/sjsu/spring2016/cs49j/lecture0/cheating.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2016/cs49j/lecture0/cheating.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	50099/50099	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202012%2019:38:17%20GMT	http://horstmann.com/sjsu/fall2012/cs46a/lecture1/adding_large.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/fall2012/cs46a/lecture1/adding_large.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	8021/8021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jan%202018%2017:32:16%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture1/today.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture1/today.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	140393/140393	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jan%202018%2017:32:14%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture1/questions.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture1/questions.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	67475/67475	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Aug%202008%2013:26:44%20GMT	http://horstmann.com/sjsu/images/lab.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/images/lab.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture1/)
20:34:15	7612/7612	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jan%202018%2019:12:32%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture3/cons-cells.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture3/cons-cells.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture3/)
20:34:16	5214/5214	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Feb%202018%2017:26:15%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture5/haskell-curry.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture5/haskell-curry.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture5/)
20:34:16	151288/151288	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Feb%202018%2014:57:05%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture6/scaladoc.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture6/scaladoc.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture6/)
20:34:16	37515/37515	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Feb%202018%2014:57:05%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture6/Hello-Kitty-Calculator.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture6/Hello-Kitty-Calculator.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture6/)
20:34:17	52525/52525	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Feb%202018%2014:57:06%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture6/desert-island.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture6/desert-island.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture6/)
20:34:17	5226/5226	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Feb%202018%2014:57:05%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture7/exprtree.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture7/exprtree.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture7/)
20:34:17	11890/11890	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Feb%202018%2014:57:05%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture7/regex.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture7/regex.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture7/)
20:34:18	8346/8346	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Feb%202018%2023:37:23%20GMT	http://horstmann.com/sjsu/spring2018/cs152/hw4/phonepad.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/hw4/phonepad.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/hw4/)
20:34:18	3944/3944	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2019:07:21%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture8/bintree.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture8/bintree.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture8/)
20:34:18	5226/5226	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Feb%202018%2014:41:19%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture8/exprtree.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture8/exprtree.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture8/)
20:34:19	20191/20191	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2014:41:19%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture9/parsetree.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture9/parsetree.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture9/)
20:34:19	20191/20191	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2019:07:22%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture10/parsetree.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture10/parsetree.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture10/)
20:34:19	9511/9511	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2014:41:19%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture10/exprtree3.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture10/exprtree3.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture10/)
20:34:19	9035/9035	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Mar%202018%2003:15:12%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture11/exprtree4.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture11/exprtree4.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture11/)
20:34:20	10584/10584	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Mar%202018%2003:15:12%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture11/iftree1.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture11/iftree1.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture11/)
20:34:20	11099/11099	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Mar%202018%2003:15:11%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture11/iftree2.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture11/iftree2.png	(from http://horstmann.com/sjsu/spring2018/cs152/lecture11/)
20:34:20	12704/12704	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Mar%202018%2019:07:23%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture15/wizard-book.jpeg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture15/wizard-book.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture15/)
20:34:21	1742/1742	---M--	200	added ('OK')	image/gif	date:Sat,%2010%20Mar%202018%2019:07:23%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture15/eval-apply.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture15/eval-apply.gif	(from http://horstmann.com/sjsu/spring2018/cs152/lecture15/)
20:34:21	106943/106943	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Mar%202018%2019:07:23%20GMT	http://horstmann.com/sjsu/spring2018/cs152/lecture15/alan-turing.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/spring2018/cs152/lecture15/alan-turing.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture15/)
20:34:21	583/583	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Mar%202018%2003:34:22%20GMT	http://horstmann.com/sjsu/sjsu/images/lab.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/horstmann.com/sjsu/sjsu/images/lab.jpg	(from http://horstmann.com/sjsu/spring2018/cs152/lecture15/)
20:34:22	18190/18190	---M--	404	error ('Not%20Found')	text/html	etag:%22470e-566c683251ca7%22	http://info.sjsu.edu/robots.txt		(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:22	3694/3694	---M--	200	added ('OK')	text/css	etag:%22e6e-5537111c3ae80%22	http://www.sjsu.edu/sjsuhome/assets/css/jquery.lightbox-0.5.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/jquery.lightbox-0.5.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:22	3494/3494	---M--	200	added ('OK')	text/css	etag:%22da6-5537111a52a00%22	http://www.sjsu.edu/sjsuhome/assets/css/nivo-slider-em.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/nivo-slider-em.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:23	53628/53628	---M--	200	added ('OK')	text/css	etag:%22d17c-553711158dec0%22	http://www.sjsu.edu/sjsuhome/assets/css/styles-em.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/styles-em.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:23	25569/25569	---M--	200	added ('OK')	text/css	etag:%2263e1-5537111b46c40%22	http://www.sjsu.edu/sjsuhome/assets/css/fontfix.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/fontfix.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:23	6943/6943	---M--	200	added ('OK')	text/css	etag:%221b1f-55e3437c8d2ce%22	http://www.sjsu.edu/sjsuhome/assets/css/content-enhancements.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/content-enhancements.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:23	1240/1240	---M--	200	added ('OK')	text/css	etag:%224d8-566637d2cf7a2%22	http://info.sjsu.edu/info/css/print.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/info.sjsu.edu/info/css/print.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:23	229/229	---M--	200	added ('OK')	text/css	etag:%22e5-566637d2cf7a2%22	http://info.sjsu.edu/info/css/info.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/info.sjsu.edu/info/css/info.css	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:24	124/124	---M--	200	added ('OK')	image/gif	etag:%227c-566637d2d0742%22	http://info.sjsu.edu/info/img/print.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/info.sjsu.edu/info/img/print.gif	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:24	101338/101338	---M--	200	added ('OK')	image/jpeg	etag:%2218bda-566637d2d035a%22	http://info.sjsu.edu/info/img/detail_catalog.jpg	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/info.sjsu.edu/info/img/detail_catalog.jpg	(from http://info.sjsu.edu/web-dbgen/catalog/departments/CS-courses.html)
20:34:25	1462/1462	---M-Z	200	added ('OK')	text/plain	date:Wed,%2008%20Nov%202017%2013:30:51%20GMT	http://www.oracle.com/robots.txt		(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:25	22884/22884	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2003:34:25%20GMT	http://www.oracle.com/us/assets/receiver-style-css.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/us/assets/receiver-style-css.css	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:25	884/884	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2003:34:26%20GMT	http://www.oracle.com/us/assets/subtabs-css.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/us/assets/subtabs-css.css	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:25	326614/326614	---MCZ	200	added ('OK')	text/css	date:Tue,%2020%20Mar%202018%2017:28:11%20GMT	https://www.oracle.com/asset/web/css/ocom-mosaic.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/asset/web/css/ocom-mosaic.css;filename_=UTF-8''ocom-mosaic.css	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:26	47156/47156	---M-Z	200	added ('OK')	text/css	date:Tue,%2020%20Mar%202018%2017:25:43%20GMT	https://www.oracle.com/asset/web/css/master-mosaic.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/asset/web/css/master-mosaic.css;filename_=UTF-8''master-mosaic.css	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
