date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:26	50/50	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Dec%202017%2009:02:18%20UTC	http://www.oracle.com/us/assets/rightarrow-066625.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/us/assets/rightarrow-066625.gif	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:26	2548/2548	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2003:34:27%20GMT	http://www.oracle.com/technetwork/java/javase-2054821.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/technetwork/java/javase-2054821.css	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:26	3341/3341	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jul%202017%2019:00:41%20UTC	http://www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/1612441.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/1612441.png	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:26	3307/3307	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202017%2009:37:15%20UTC	http://www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/1612444.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/1612444.png	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:27	121/121	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jun%202017%2002:18:29%20UTC	http://www.oracleimg.com/ocom/groups/public/@otn/documents/digitalasset/163335.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracleimg.com/ocom/groups/public/@otn/documents/digitalasset/163335.png	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:27	1658/1658	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jul%202017%2019:01:34%20UTC	http://www.oracle.com/ocom/groups/public/@ocom/documents/digitalasset/1612430.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/ocom/groups/public/@ocom/documents/digitalasset/1612430.png	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:27	88/88	---M--	200	added ('OK')	image/gif	date:Mon,%2024%20Jul%202017%2019:01:11%20UTC	http://www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/121830.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/121830.gif	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:27	87/87	---M--	200	added ('OK')	image/gif	date:Mon,%2024%20Jul%202017%2019:00:44%20UTC	http://www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/104150.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/ocom/groups/public/@otn/documents/digitalasset/104150.gif	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:28	159/159	---M--	200	added ('OK')	image/gif	date:Sat,%2017%20Feb%202018%2000:43:33%20UTC	http://www.oracle.com/us/assets/email.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/us/assets/email.gif	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:28	174/174	---M--	200	added ('OK')	image/gif	date:Mon,%2024%20Jul%202017%2019:01:25%20UTC	http://www.oracle.com/us/assets/print_icon.gif	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.oracle.com/us/assets/print_icon.gif	(from http://www.oracle.com/technetwork/java/javase/downloads/index.html)
20:34:29	5310/5310	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22597b73ba-247c%22	http://scala-ide.org/robots.txt		(from http://horstmann.com/sjsu/spring2018/cs152/)
20:34:29	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/favicon.ico	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/favicon.ico	(from http://scala-ide.org/download/sdk.html)
20:34:30	769/769	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/stylesheets/jquery.tweet.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/stylesheets/jquery.tweet.css	(from http://scala-ide.org/download/sdk.html)
20:34:30	47351/47351	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/stylesheets/bootstrap.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/stylesheets/bootstrap.css	(from http://scala-ide.org/download/sdk.html)
20:34:30	14023/14023	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/stylesheets/base.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/stylesheets/base.css	(from http://scala-ide.org/download/sdk.html)
20:34:31	1139/1139	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/stylesheets/doc.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/stylesheets/doc.css	(from http://scala-ide.org/download/sdk.html)
20:34:32	14100/14100	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/images/logo.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/images/logo.png	(from http://scala-ide.org/download/sdk.html)
20:34:33	195359/195359	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/images/sdk-4.0.0.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/images/sdk-4.0.0.png	(from http://scala-ide.org/download/sdk.html)
20:34:33	15063/15063	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/images/watermark.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/images/watermark.png	(from http://scala-ide.org/download/sdk.html)
20:34:33	50297/50297	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jan%202018%2011:48:15%20GMT	http://scala-ide.org/resources/images/rss.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/scala-ide.org/resources/images/rss.png	(from http://scala-ide.org/download/sdk.html)
20:34:33	1288/1288	---M--	200	added ('OK')	text/css	etag:%22508-5537111c3ae80%22	http://www.sjsu.edu/sjsuhome/assets/css/print.css	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/sjsuhome/assets/css/print.css	(from http://www.sjsu.edu/registrar/students/grades-grades_changes/grade_symbols_and_values/)
20:34:34	24523/24523	---M--	200	added ('OK')	image/png	etag:%225fcb-5349e0cdf6f40%22	http://www.sjsu.edu/gup/pics/SJSU_WritingCenter_QRCode.png	C:/Users/rooke/Projects/cs152/websiteCopy/Horstmann152WebsiteCopy/www.sjsu.edu/gup/pics/SJSU_WritingCenter_QRCode.png	(from http://www.sjsu.edu/gup/syllabusinfo/)
